KEY,NAME,LOC,QTY,QYOT,SELL,DEP,DMG,Msg,SDATE,Category,TYPE,TaxCode,INST,FUEL,ADDT,PER1,PER2,PER3,PER4,PER5,PER6,PER7,PER8,PER9,PER10,RATE1,RATE2,RATE3,RATE4,RATE5,RATE6,RATE7,RATE8,RATE9,RATE10,RCOD,SUBR,PartNumber,NUM,MANF,MODN,DSTN,DSTP,RMIN,RMAX,UserDefined1,UserDefined2,MTOT,MTIN,CALL,RESB,RESD,QUEB,QUED,SSN,CUSN,CNTR,PURD,PURP,DEPM,DEPR,SLVG,DEPA,DEPP,CURV,SOLD,SAMT,INC1,INC2,INC3,REPC1,REPC2,TMOT1,TMOT2,TMOT3,HROT1,HROT2,HROT3,LDATE,LOOKUP,Asset,GLAccount,DeprecAccount,HomeStore,CurrentStore,Group,Location,SerialNumber,Nontaxable,Header,License,CaseQty,ItemPercentage,ModelYear,RetailPrice,ExtraDepreciation,Inactive,ExtraCharges,PriceLevelA,PriceLevelB,PriceLevelC,NonDiscountable,VendorNumber1,VendorNumber2,VendorNumber3,QuantityOnOrder,Sort,NoPrintOnContract,MarkupPercentage,OrderNumber1,OrderNumber2,OrderNumber3,CleaningDelay,RequireCleaning,MaintenanceFile,WebLink,SubrentCostMTD,SubrentCostYTD,SubrentPending,HideOnWebsite,GPSUnitNo,LicenseExpire,ReplacementCost,RequireCreditCard,WarrantyDate,VehicleType,VehicleEIN,DescriptionLong,Weight,SetupTime,WebGroup,Department,GLIncome,BulkItem,GVWR,CriticalLevel,RentalCase,BoughtUsed,IncomeDmgWvr,IncomeItemPercent,QtyCountDifference,SuppressAvailCheck,FuelTankSize,NoTransfers,CommissionLevel,Barcode,Style1,Style2,Style3,DesiredROI,CubicSize,BulkSerializedMethod,Nonfulfillable,RateEngineId,BaseRate,RateEngineIdDisplayed,AccountingDepartmentId,AccountingClassId,ItemManufacturerId
SDP-031-04-1,"SDS PLUS BIT 5/16"" x 4"" x 6""",,2,0,12.95,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-031-04,1867,,                              ,,,0,0,,     1532-05,0,0,0,True,False,True,False,6956,6956,100975,,0,,0,0,0,0,0,,0,0,0,9.57,0,0,0,0,32,0,0,875,11/6/2018 12:00 AM,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,12.95,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SDP-037-04-1,"SDS PLUS BIT 3/8"" x 4"" x 6""",,1,0,15.95,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-037-04,1869,,                              ,,,0,0,,     1532-07,0,0,0,True,False,True,False,6651,6956,100975,4/1/2016 12:00 AM,5.28,,0,0,0,0,5.28,,0,0,0,0,0,0,0,0,47,0,0,1585,11/6/2018 12:00 AM,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,15.95,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SDP-037-10-1,"SDS PLUS BIT 3/8"" x 10"" x 12""",,2,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-037-10,18730,,                              ,,,0,0,,     1532-07,0,0,0,True,False,True,False,5225,6956,100561,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,103,10/17/2018 12:00 AM,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SDP-043-10-1,"SDS PLUS BIT 7/16"" x 10"" x  12""",,1,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-043-10,1871,,                              ,,,0,0,,     1532-09,0,0,0,True,False,True,False,2783,12150,99993,8/15/2014 12:00 AM,16.44,,0,0,0,0,16.44,,0,0,0,0,0,0,0,0,5,0,0,41,9/19/2018 12:00 AM,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SDP-050-04-1,"SDS PLUS BIT 1/2"" x 04"" x 06""",,3,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-050-04,18731,,                              ,,,0,0,,     1532-00,0,0,0,True,False,True,False,6651,1428,99228,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,94,8/17/2018 12:00 AM,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SDP-050-10-1,"SDS PLUS BIT 1/2"" x 10"" x 12""",,2,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-050-10,1862,,                              ,,,0,0,,     1532-00,0,0,0,True,False,True,False,11862,6651,101811,3/31/2003 12:00 AM,13.95,,0,0,0,0,0,,0,0,0,4.5,0,0,0,1,236,0,24,11856,1/9/2019 12:00 AM,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SDP-056-06-1,"SDS PLUS BIT 9/16"" x 6"" x 8""",,1,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-056-06,18733,,                              ,,,0,0,,     1532-06,0,0,0,True,False,True,False,6651,1428,99228,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,64,8/17/2018 12:00 AM,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SDP-062-04-1,"SDS PLUS BIT 5/8"" x 4"" x 6""",,0,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-062-04,18734,,                              ,,,0,0,,     1532-06,0,0,0,True,False,True,False,5179,10280,97071,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,389,5/28/2018 12:00 AM,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SDP-062-06-1,"SDS PLUS BIT 5/8"" x 6"" x 8""",,1,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-062-06,18732,,                              ,,,0,0,,     1532-06,0,0,0,True,False,True,False,9461,5179,93489,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,412,11/7/2017 12:00 AM,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SDP-062-10-1,"SDS PLUS BIT 5/8"" x 10"" x 12""",,2,0,36.95,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-062-10,1868,,                              ,,,0,0,,     1532-06,0,0,0,True,False,True,False,1428,8632,100750,8/23/2018 12:00 AM,14.39,,0,0,0,0,22.44,,0,0,0,25,0,0,0,0,56,0,0,2925,10/24/2018 12:00 AM,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,36.95,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SDP-00,"SDS PLUS BIT 5/32"" - 3/4""",,24,0,9.95,0,10,0,,48,V,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP-00,18726,,                              ,,,0,0,,     1532-03,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,False,,,1,1,,SDS+ BITS,,False,SDP-00,,0,0,,9.95,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SPL-037-06-1,"SPLINE BIT, CARBIDE 3/8"" x 6"" X 11""",,1,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,9,36,108,0,0,0,0,0,0,0,0,0,SPL-037-06,18718,,                              ,,,0,0,,     1509-00,0,0,0,True,False,True,False,0,10396,102065,,0,,0,0,0,0,0,,0,0,9,9,0,0,0,1,1,0,3,3,1/31/2019 12:00 AM,,False,,,1,1,,Spline Bits,,False,SPL-037-087,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SPL-050-11-1,"SPLINE BIT, CARBIDE 1/2"" x 11"" x 16""",,0,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,9,36,108,0,0,0,0,0,0,0,0,0,SPL-050-11,1844,,                              ,,,0,0,,     1509-01,0,0,0,True,False,True,False,6942,7177,99135,3/31/2003 12:00 AM,28.89,,0,0,0,0,0,,0,0,0,900.58,0,0,0,0,100,0,0,2636,9/4/2018 12:00 AM,,False,,,1,1,,Spline Bits,,False,SPL-037-087,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SPL-050-17-1,"SPLINE BIT, CARBIDE 1/2"" x 17"" x 22""",,1,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,9,36,108,0,0,0,0,0,0,0,0,0,SPL-050-17,18557,,                              ,,,0,0,,     1509-00,0,0,0,True,False,True,False,6404,7159,101609,11/11/2009 12:00 AM,25.64,,0,0,0,0,25.64,,0,0,9,94.5,0,0,0,1,8,0,4,254,12/18/2018 12:00 AM,,False,,,1,1,,Spline Bits,,False,SPL-037-087,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SPL-062-11-1,"SPLINE BIT, CARBIDE 5/8"" x 11"" x 16""",,2,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,9,36,108,0,0,0,0,0,0,0,0,0,SPL-062-11,1843,,                              ,,,0,0,,     1509-00,0,0,0,True,False,True,False,3891,11613,101648,5/5/2014 12:00 AM,32.56,,0,0,0,0,65.78,,0,0,0,1223.95,0,0,0,1,96,0,1,6681,12/20/2018 12:00 AM,,False,,,1,1,,Spline Bits,,False,SPL-037-087,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
SPL-062-17-1,"SPLINE BIT, CARBIDE 5/8"" x 17"" x 22""",,1,0,0,0,10,0,11/30/2018 12:00 AM,48,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,9,36,108,0,0,0,0,0,0,0,0,0,SPL-062-17,1845,,                              ,,,0,0,,     1509-02,0,0,0,True,False,True,False,7102,7647,95681,6/16/2005 12:00 AM,35.71,,0,0,0,0,35.71,,0,0,0,1318.79,0,0,0,0,143,0,0,7370,4/12/2018 12:00 AM,,False,,,1,1,,Spline Bits,,False,SPL-037-087,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
