KEY,NAME,LOC,QTY,QYOT,SELL,DEP,DMG,Msg,SDATE,Category,TYPE,TaxCode,INST,FUEL,ADDT,PER1,PER2,PER3,PER4,PER5,PER6,PER7,PER8,PER9,PER10,RATE1,RATE2,RATE3,RATE4,RATE5,RATE6,RATE7,RATE8,RATE9,RATE10,RCOD,SUBR,PartNumber,NUM,MANF,MODN,DSTN,DSTP,RMIN,RMAX,UserDefined1,UserDefined2,MTOT,MTIN,CALL,RESB,RESD,QUEB,QUED,SSN,CUSN,CNTR,PURD,PURP,DEPM,DEPR,SLVG,DEPA,DEPP,CURV,SOLD,SAMT,INC1,INC2,INC3,REPC1,REPC2,TMOT1,TMOT2,TMOT3,HROT1,HROT2,HROT3,LDATE,LOOKUP,Asset,GLAccount,DeprecAccount,HomeStore,CurrentStore,Group,Location,SerialNumber,Nontaxable,Header,License,CaseQty,ItemPercentage,ModelYear,RetailPrice,ExtraDepreciation,Inactive,ExtraCharges,PriceLevelA,PriceLevelB,PriceLevelC,NonDiscountable,VendorNumber1,VendorNumber2,VendorNumber3,QuantityOnOrder,Sort,NoPrintOnContract,MarkupPercentage,OrderNumber1,OrderNumber2,OrderNumber3,CleaningDelay,RequireCleaning,MaintenanceFile,WebLink,SubrentCostMTD,SubrentCostYTD,SubrentPending,HideOnWebsite,GPSUnitNo,LicenseExpire,ReplacementCost,RequireCreditCard,WarrantyDate,VehicleType,VehicleEIN,DescriptionLong,Weight,SetupTime,WebGroup,Department,GLIncome,BulkItem,GVWR,CriticalLevel,RentalCase,BoughtUsed,IncomeDmgWvr,IncomeItemPercent,QtyCountDifference,SuppressAvailCheck,FuelTankSize,NoTransfers,CommissionLevel,Barcode,Style1,Style2,Style3,DesiredROI,CubicSize,BulkSerializedMethod,Nonfulfillable,RateEngineId,BaseRate,RateEngineIdDisplayed,AccountingDepartmentId,AccountingClassId,ItemManufacturerId
1910,"FLOOR SANDER, ORBITAL 12x18""",,5,0,0,0,10,0,,81,V,0,                         ,,,4,24,168,672,0,0,0,0,0,0,36,44,176,528,0,0,0,0,0,0,2,0,1910-01,10879,STARBUFF,                              ,,,0,0,,     1910-01,0,0,0,True,False,True,False,7078,4438,83277,11/23/2016 12:00 AM,600,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11/24/2018 12:00 AM,,False,,,1,1,,,,False,1910,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1911#01,"FLOOR MAINTAINER 13""",,0,0,0,0,10,0,,21,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,18,24,96,288,0,0,0,0,0,0,2,0,,1576,CLARKE FLOOR MAC,FM-13                         ,,,0,0,,     1911-01,0,0,0,True,False,True,False,,,,2/8/1994 12:00 AM,170,,0,0,0,0,0,2/24/2009 12:00 AM,0,0,0,0,0,0,0,0,1,0,0,0,2/24/2009 12:00 AM,,False,,,1,1,1911,,36234,False,1911,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1911,"FLOOR MAINTAINER 13""",,0,0,0,0,10,0,,21,V,0,                         ,,,4,24,168,672,0,0,0,0,0,0,18,24,96,288,0,0,0,0,0,0,2,0,,10883,CLARKE FLOOR MAC,FM-13                         ,,,0,0,,     1911-01,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2/24/2009 12:00 AM,,False,,,1,1,1911,,,False,1911,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1912,"FLOOR MAINTAINER 15""",,0,0,0,0,10,0,,21,V,0,                         ,,,4,24,168,672,0,0,0,0,0,0,24,30,120,360,0,0,0,0,0,0,2,0,,10884,CLARKE FLOOR MAC,MB15                          ,,,0,0,,     1912-01,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7/15/2013 12:00 AM,,False,,,1,1,1912,,,False,1912,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1912#01,"FLOOR MAINTAINER 15""",,0,0,0,0,10,0,1/3/2015 12:00 AM,83,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,28,32,128,384,0,0,0,0,0,0,2,0,1912-01,1575,CLARKE FLOOR MAC,MB15                          ,,,0,0,,     1912-01,0,0,0,True,False,True,False,7034,3,r347,8/3/1993 12:00 AM,225,,0,0,0,0,0,,0,0,0,1809.65,0,18.87,0,0,50,0,0,2028,10/31/2016 12:00 AM,,False,,,1,1,,,1666,False,1913,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1913#01,"FLOOR MAINTAINER 17""",,1,0,0,0,10,0,11/13/2017 12:00 AM,83,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,28,32,128,384,0,0,0,0,0,0,2,0,1913-01,1573,CENTAUR,17-D                          ,,,0,0,,     1913-01,0,0,0,True,False,True,False,7161,7122,101798,4/1/1989 12:00 AM,1078,,0,0,0,0,1078,,0,0,96,5308.73,0,58.22,0,2,128,0,45,10663,1/9/2019 12:00 AM,,False,,,1,1,,,14901,False,1913,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1913,"FLOOR MAINTAINER 17""",,1,0,0,0,10,0,,83,V,0,                         ,,,4,24,168,672,0,0,0,0,0,0,28,32,128,384,0,0,0,0,0,0,2,0,1913-01,10885,CENTAUR,17-D                          ,,,0,0,,     1913-01,0,0,0,True,False,True,False,0,7106,101125,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11/16/2018 12:00 AM,,False,,,1,1,,,,False,1913,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1914#01,FLOOR SCRAPER MANUAL,,0,0,0,0,10,0,,21,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,8,32,96,0,0,0,0,0,0,0,0,0,,1627,,                              ,,,0,0,,     1914-01,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,10/17/2005 12:00 AM,0,0,0,249.92,0,0,0,0,23,0,0,410,10/17/2005 12:00 AM,,False,,,1,1,1914,,,False,1914,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
1914#02,FLOOR SCRAPER MANUAL,,0,0,0,0,10,0,,21,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,8,32,96,0,0,0,0,0,0,0,0,0,,1628,,                              ,,,0,0,,     1914-02,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,2/24/2009 12:00 AM,0,0,0,72,0,10.17,0,0,7,0,0,224,2/24/2009 12:00 AM,,False,,,1,1,1914,,,False,1914,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
1914#03,FLOOR SCRAPER MANUAL,,0,0,0,0,10,0,,21,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,8,32,96,0,0,0,0,0,0,0,0,0,,1629,,                              ,,,0,0,,     1914-03,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,2/24/2009 12:00 AM,0,0,0,16,0,0,0,0,3,0,0,48,2/24/2009 12:00 AM,,False,,,1,1,1914,,,False,1914,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
1914,FLOOR SCRAPER MANUAL,,0,0,0,0,10,0,,21,V,0,                         ,,,24,168,672,0,0,0,0,0,0,0,8,32,96,0,0,0,0,0,0,0,0,0,,10886,,                              ,,,0,0,,     1914-01,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10/17/2005 12:00 AM,,False,,,1,1,1914,,,False,1914,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
1915#01,FLOOR SCRAPER ELECTRIC,,0,0,0,0,10,0,4/8/2014 12:00 AM,80,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,36,40,160,480,0,0,0,0,0,0,2,0,EDDY,1349,EDDY 91 INC.,NM9-538                       ,,,0,0,,     1915-01,0,0,0,True,False,True,False,,,,4/15/2004 12:00 AM,1095,,0,0,0,0,0,,0,0,0,4222.6,0,29.55,0,0,79,0,0,2651,11/4/2013 12:00 AM,,False,,,1,1,1915,,G-645,False,1915,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1915#02,FLOOR SCRAPER ELECTRIC,,1,0,0,0,10,0,11/13/2017 12:00 AM,80,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,36,40,160,480,0,0,0,0,0,0,2,0,1915-02,1004,EDDY 91,NM9-538                       ,,,0,0,,     1915-02,0,0,0,True,False,True,False,12311,8386,101738,1/10/2012 12:00 AM,465,,0,0,0,0,465,,0,0,76,2531,0,0,0,2,50,0,21,1132,1/2/2019 12:00 AM,,False,,,1,1,,,E-313,False,1915,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1915#03,FLOOR SCRAPER ELECTRIC,,1,0,0,0,10,0,11/13/2017 12:00 AM,80,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,36,40,160,480,0,0,0,0,0,0,2,0,1915,17473,EDDY 91 INC.,1S2010                        ,,,0,0,,     1915-01,0,0,0,True,False,True,False,9183,9231,101701,4/1/2016 12:00 AM,398,,0,0,0,0,398,,0,0,116,925,0,0,0,3,17,0,18,376,12/28/2018 12:00 AM,,False,1300,,1,1,,,,False,1915,,0,0,,0,0,False,0,0,0,0,False,258,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,True,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1915,"FLOOR SCRAPER, ELECTRIC",,2,0,0,0,10,0,,80,V,0,                         ,,,4,24,168,672,0,0,0,0,0,0,36,40,160,480,0,0,0,0,0,0,2,0,1915,10889,EDDY 91 INC.,NM9-538                       ,,,0,0,,     1915-01,0,0,0,True,False,True,False,8557,1247,100864,4/1/2016 12:00 AM,398,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11/3/2018 12:00 AM,,False,,,1,1,,,,False,1915,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1916#01,FLOOR UNDERLAY STAPLER AIR,,0,0,0,0,10,0,,82,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,20,24,84,252,0,0,0,0,0,0,2,0,,1654,SENCO,SKS                           ,,,0,0,,     1916-01,0,0,0,True,False,True,False,,,,2/14/2003 12:00 AM,0,,0,0,0,0,0,6/30/2008 12:00 AM,0,0,0,2358.72,0,0,0,0,86,0,0,4549,7/19/2008 12:00 AM,,False,,,1,1,1916,,95908464,False,1916,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1916#02,FLOOR UNDERLAY STAPLER AIR,,0,0,0,0,10,0,,82,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,20,24,84,252,0,0,0,0,0,0,2,0,,1655,SENCO,SLS25XP                       ,,,0,0,,     1916-02,0,0,0,True,False,True,False,,,,10/25/2002 12:00 AM,229,,0,0,0,0,0,2/24/2009 12:00 AM,0,0,0,1115.76,0,0,0,0,49,0,0,2014,2/24/2009 12:00 AM,,False,,,1,1,1916,,2601930,False,1916,,0,0,,0,0,True,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1916#03,FLOOR UNDERLAY STAPLER AIR,,0,0,350,0,10,0,,82,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,20,24,84,252,0,0,0,0,0,0,2,0,1916-03,1193,SENCO,SKS                           ,,,0,0,,     1916-03,0,0,0,True,False,True,False,,,,10/2/2008 12:00 AM,320,,0,0,0,0,0,8/27/2013 12:00 AM,0,0,0,1798,0,0,0,0,54,0,0,7093,8/27/2013 12:00 AM,,False,,,1,1,1916,,079S0451,False,1916,,0,0,,350,0,True,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1916#04,UNDERLAY STAPLER AIR SENCO SKS,,0,0,0,0,10,0,1/3/2015 12:00 AM,82,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,20,24,84,252,0,0,0,0,0,0,2,0,1916-04,1148,SENCO,SKSXP                         ,,,0,0,,     1916-04,0,0,0,True,False,True,False,5717,7767,84346,10/21/2013 12:00 AM,331,,0,0,0,0,0,9/21/2016 12:00 AM,300,0,0,632.29,0,0,0,0,26,0,0,2728,9/21/2016 12:00 AM,,False,,,1,1,,,13680012,False,1916,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1916#05,FLOOR UNDERLAY STAPLER AIR,,1,0,0,0,10,0,11/13/2017 12:00 AM,82,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,20,24,84,252,0,0,0,0,0,0,2,0,,18243,SENCO,SKSXP                         ,,,0,0,,     1916-01,0,0,1,True,False,True,False,11635,7177,99397,8/19/2016 12:00 AM,319,,0,0,0,0,319,,0,0,0,1056,0,59.74,0,0,27,0,0,2041,9/5/2018 12:00 AM,,False,,,1,1,,,165D0514,False,1916,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1916,FLOOR UNDERLAY STAPLER AIR,,1,0,0,0,10,0,,82,V,0,                         ,,,4,24,168,672,0,0,0,0,0,0,20,24,84,252,0,0,0,0,0,0,2,0,,10891,SENCO,SKS                           ,,,0,0,,     1916-01,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7/19/2008 12:00 AM,,False,,,1,1,,,,False,1916,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1917#01,"FLOOR SCRAPER, AIR 5' LONG REACH",,1,0,0,0,10,0,11/13/2017 12:00 AM,80,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,48,192,576,0,0,0,0,0,0,0,0,0,1917-01,17500,TRELAWNY,136.3597 5FT L                ,,,0,0,,,0,0,0,True,False,False,False,7005,6235,101939,4/5/2016 12:00 AM,656.15,,0,0,0,0,656.15,,0,0,48,1272,0,0,0,1,22,0,165,993,1/26/2019 12:00 AM,,False,1300,,1,1,,,T12345,False,1917,,0,0,2015,0,0,False,125.55,0,0,0,False,249,0,0,0,,False,0,1917,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
1917,"FLOOR SCRAPER, AIR 5' LONG REACH",,1,0,0,0,10,0,,80,V,0,                         ,,,24,168,672,0,0,0,0,0,0,0,48,192,576,0,0,0,0,0,0,0,0,0,1917,17499,,                              ,,,0,0,,,0,0,0,True,False,False,False,,,,4/5/2016 12:00 AM,656.15,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,False,1300,,1,1,,,,False,1917,,0,0,,0,0,False,125.55,0,0,0,False,249,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
