KEY,NAME,LOC,QTY,QYOT,SELL,DEP,DMG,Msg,SDATE,Category,TYPE,TaxCode,INST,FUEL,ADDT,PER1,PER2,PER3,PER4,PER5,PER6,PER7,PER8,PER9,PER10,RATE1,RATE2,RATE3,RATE4,RATE5,RATE6,RATE7,RATE8,RATE9,RATE10,RCOD,SUBR,PartNumber,NUM,MANF,MODN,DSTN,DSTP,RMIN,RMAX,UserDefined1,UserDefined2,MTOT,MTIN,CALL,RESB,RESD,QUEB,QUED,SSN,CUSN,CNTR,PURD,PURP,DEPM,DEPR,SLVG,DEPA,DEPP,CURV,SOLD,SAMT,INC1,INC2,INC3,REPC1,REPC2,TMOT1,TMOT2,TMOT3,HROT1,HROT2,HROT3,LDATE,LOOKUP,Asset,GLAccount,DeprecAccount,HomeStore,CurrentStore,Group,Location,SerialNumber,Nontaxable,Header,License,CaseQty,ItemPercentage,ModelYear,RetailPrice,ExtraDepreciation,Inactive,ExtraCharges,PriceLevelA,PriceLevelB,PriceLevelC,NonDiscountable,VendorNumber1,VendorNumber2,VendorNumber3,QuantityOnOrder,Sort,NoPrintOnContract,MarkupPercentage,OrderNumber1,OrderNumber2,OrderNumber3,CleaningDelay,RequireCleaning,MaintenanceFile,WebLink,SubrentCostMTD,SubrentCostYTD,SubrentPending,HideOnWebsite,GPSUnitNo,LicenseExpire,ReplacementCost,RequireCreditCard,WarrantyDate,VehicleType,VehicleEIN,DescriptionLong,Weight,SetupTime,WebGroup,Department,GLIncome,BulkItem,GVWR,CriticalLevel,RentalCase,BoughtUsed,IncomeDmgWvr,IncomeItemPercent,QtyCountDifference,SuppressAvailCheck,FuelTankSize,NoTransfers,CommissionLevel,Barcode,Style1,Style2,Style3,DesiredROI,CubicSize,BulkSerializedMethod,Nonfulfillable,RateEngineId,BaseRate,RateEngineIdDisplayed,AccountingDepartmentId,AccountingClassId,ItemManufacturerId
2544#11,YARDBOSS POWER UNIT,,1,0,0,0,10,0,,91,T,0,                         ,,,4,24,168,672,672,0,0,0,0,0,36,42,126,378,456,0,0,0,0,0,2,0,2544-11,20894,STIHL,MM 55                         ,,,0,0,,,0,0,0,True,False,True,False,3290,3251,101293,1/13/2018 12:00 AM,375.96,,0,0,0,0,375.96,,0,0,0,143,0,53.8,0,0,16,0,0,221,11/26/2018 12:00 AM,,False,,,1,1,,,513641224,False,2544,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2544#12,YARDBOSS POWER UNIT,,1,0,0,0,10,0,,91,T,0,                         ,,,4,24,168,672,672,0,0,0,0,0,36,42,126,378,456,0,0,0,0,0,2,0,2544-12,20895,STIHL,MM 55                         ,,,0,0,,,0,0,0,True,False,True,False,3597,5956,98450,1/13/2018 12:00 AM,375.96,,0,0,0,0,375.96,,0,0,0,156,0,0,0,0,11,0,0,344,7/16/2018 12:00 AM,,False,,,1,1,,,513641223,False,2544,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2544,YARDBOSS POWER UNIT,,2,0,0,0,10,0,,91,V,0,                         ,,,4,24,168,672,672,0,0,0,0,0,36,42,126,378,456,0,0,0,0,0,2,0,2544-01,11168,STIHL,MM55                          ,,,0,0,,,0,0,0,True,False,True,False,9414,10259,83748,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6/3/2016 12:00 AM,,False,,,1,1,,,,False,2544,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2545#01,STUMP GRINDER 13 HP,,1,0,3750,0,10,0,11/17/2017 12:00 AM,86,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,105,420,1260,0,0,0,0,0,0,0,0,0,2545-01,1455,337,DOSKO                         ,,,0,0,,     2545-01,0,0,5,True,False,True,False,7268,6363,101092,10/7/2005 12:00 AM,5159.7,,0,0,0,0,5159.7,,0,0,0,38502.96,0,4541.91,0,0,366,0,0,8430,11/12/2018 12:00 AM,,False,,,1,1,,,0105-05-5371,False,2545,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
2545,STUMP GRINDER 13 HP,,1,0,0,0,10,0,,86,V,0,                         ,,,24,168,672,0,0,0,0,0,0,0,105,420,1260,0,0,0,0,0,0,0,0,0,2545-01,11171,337,DOSKO                         ,,,0,0,,     2545-01,0,0,3,True,False,True,False,5362,7268,100654,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10/22/2018 12:00 AM,,False,,,1,1,,,,False,2545,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
2547#01,WHEELED TRIMMER,,1,0,0,0,10,0,11/13/2017 12:00 AM,27,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,52,208,624,0,0,0,0,0,0,0,0,0,2547-01,1183,ECHO BEARCAT,WT190                         ,,,0,0,,     2547-01,0,0,0,True,False,True,False,7737,3,r777,8/19/2008 12:00 AM,550,,0,0,0,0,550,,0,0,0,2242.4,0,528.96,0,0,46,0,0,1112,9/6/2018 12:00 AM,,False,,,1,1,,,804223,False,2547,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
2547,"WEED TRIMMER, WHEELED",,1,0,0,0,10,0,,27,V,0,                         ,,,24,168,672,0,0,0,0,0,0,0,52,208,624,0,0,0,0,0,0,0,0,0,2547-01,11172,ECHO BEARCAT,WT190                         ,,,0,0,,     2547-01,0,0,0,True,False,True,False,5054,6723,79202,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9/9/2015 12:00 AM,,False,,,1,1,,,,False,2547,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
2548#01,"OVERSEEDER 9HP 30.5"" 40LB SEED",,0,0,0,0,10,0,,27,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,52,65,325,975,0,0,0,0,0,0,2,0,2548-01,1276,,                              ,,,0,0,,     2548-01,0,0,0,True,False,True,False,,,,5/1/2010 12:00 AM,3196,,0,0,0,0,0,4/29/2013 12:00 AM,0,0,0,4727,0,210.03,0,0,28,0,0,734,4/29/2013 12:00 AM,,False,,,1,1,2548,,,False,2548,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2548#02,"OVERSEEDER, GAS 5.5HP",,1,1,0,0,10,0,11/13/2017 12:00 AM,27,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,52,65,325,975,0,0,0,0,0,0,2,0,2548-02,17493,BILLY GOAT,OS552H                        ,,,0,0,,,0,0,1,True,False,True,False,2206,3,r827,4/4/2016 12:00 AM,1950,,0,0,0,0,1950,,0,0,0,2008.34,0,0,0,0,35,0,0,432,11/2/2018 12:00 AM,,False,1300,,1,1,2548,,20711198,False,2548,,0,0,,0,0,False,0,0,0,0,False,131,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2548,"OVERSEEDER, GAS 5.5HP",,1,1,0,0,10,0,,27,V,0,                         ,,,4,24,168,672,0,0,0,0,0,0,52,65,325,975,0,0,0,0,0,0,2,0,2548,11173,,                              ,,,0,0,,,0,0,0,True,False,True,False,0,10244,86258,4/4/2016 12:00 AM,1950,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10/4/2016 12:00 AM,,False,,,1,1,2548,,,False,2548,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2549#01,"WALK BEHIND TRENCHER 18""",,1,0,0,0,10,0,11/17/2017 12:00 AM,87,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,115,460,1380,0,0,0,0,0,0,0,0,0,2549-01,1325,GROUND HOG,T-4                           ,,,0,0,,     2549-01,0,0,0,True,False,True,False,9263,7771,100760,5/6/2011 12:00 AM,1100,,0,0,0,0,1100,,0,0,0,10698.29,0,3326.95,0,0,110,0,0,2221,10/26/2018 12:00 AM,,False,,,1,1,TRENCHER,,5528,False,2549,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
2549,"WALK BEHIND TRENCHER 18""",,1,0,0,0,10,0,,87,V,0,                         ,,,24,168,672,0,0,0,0,0,0,0,115,460,1380,0,0,0,0,0,0,0,0,0,2549-01,11174,GROUND HOG,T-4                           ,,,0,0,,     2549-01,0,0,0,True,False,True,False,11926,7771,100760,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10/25/2018 12:00 AM,,False,,,1,1,TRENCHER,,,False,2549,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
2550#01,"HEDGE TRIMMER 20"" 36V LITH ION",,1,0,0,0,10,0,11/13/2017 12:00 AM,27,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,30,40,160,480,0,0,0,0,0,0,2,0,2550-01,1088,STIHL,HSA66                         ,,,0,0,,     2550-01,0,0,2,True,False,True,False,9369,10204,99940,4/7/2012 12:00 AM,227.96,,0,0,0,0,227.96,,0,0,0,1067.5,0,0,0,0,32,0,0,644,9/17/2018 12:00 AM,,False,,,1,1,2550,,434861302,False,2550,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2550,"HEDGE TRIMMER 20"" 36V LITH ION",,1,0,0,0,10,0,,27,V,0,                         ,,,4,24,168,672,0,0,0,0,0,0,30,40,160,480,0,0,0,0,0,0,2,0,2550,11175,,                              ,,,0,0,,     2550-01,0,0,0,True,False,True,False,0,5695,79433,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9/5/2015 12:00 AM,,False,,,1,1,2550,,,False,2550,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2551#01,"48"" TAG-ALONG SWEEPER",,0,0,0,0,10,0,,27,T,0,                         ,,,24,168,672,0,0,0,0,0,0,0,100,400,1200,0,0,0,0,0,0,0,0,0,2551-01,1016,,                              ,,,0,0,,     2551-01,0,0,0,True,False,True,False,,,,6/6/2012 12:00 AM,989.95,,0,0,0,0,0,4/4/2014 12:00 AM,950,0,0,375,0,0,0,0,5,0,0,181,4/4/2014 12:00 AM,,False,,,1,1,2551,,,False,2551,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
2551,"48"" TAG-ALONG SWEEPER",,0,0,0,0,10,0,,27,V,0,                         ,,,24,168,672,0,0,0,0,0,0,0,100,400,1200,0,0,0,0,0,0,0,0,0,2551-01,11176,,                              ,,,0,0,,     2551-01,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5/1/2013 12:00 AM,,False,,,1,1,2551,,,False,2551,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
2552#01,"BRUSH CHIPPER, 6"" x 12"" SALSCO",,1,0,0,0,10,0,11/17/2017 12:00 AM,86,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,160,195,780,2340,0,0,0,0,0,0,2,0,2552-01,1068,SALSCO,8625,,,0,0,,     2552-01,0,0,0,True,False,True,False,12291,12337,101857,3/1/2013 12:00 AM,15500,,0,0,0,0,15500,,0,0,296,22318.5,0,5482.69,0,2,118,0,7,3578,1/17/2019 12:00 AM,,False,,,1,1,2552,,1.3020400100314E+016,False,2552,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2552#RE,"BRUSH CHIPPER, 6""",,0,0,0,0,10,0,11/17/2017 12:00 AM,86,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,160,195,780,2340,0,0,0,0,0,0,2,5,2552-RE,19647,SALSCO,8625,,,0,0,,     2552-01,0,0,0,True,False,True,False,0,11113,90849,,0,,0,0,0,0,0,,0,0,0,195,0,0,0,0,1,0,0,24,6/26/2017 12:00 AM,,False,,,1,1,,,,False,2552,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2552,"BRUSH CHIPPER, 6"" x 12"" SALSCO",,1,0,0,0,10,0,,86,V,0,                         ,,,4,24,168,672,0,0,0,0,0,0,160,195,780,2340,0,0,0,0,0,0,2,0,2552-01,11177,SALSCO,8625,,,0,0,,     2552-01,0,0,1,True,False,True,False,7269,12337,101857,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1/16/2019 12:00 AM,,False,,,1,1,2552,,,False,2552,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2553#01,"ROLLER, RIDE-ON - 500-1000LB",,1,0,0,0,10,0,11/13/2017 12:00 AM,27,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,96,120,600,1800,0,0,0,0,0,0,2,0,2553-01,1078,,                              ,,,0,0,,     2553-01,0,0,0,True,False,True,False,6651,7385,96795,4/15/2013 12:00 AM,2336.28,,0,0,0,0,2336.28,,0,0,0,6627.22,0,153.29,0,0,65,0,0,1366,6/7/2018 12:00 AM,,False,,,1,1,,,,False,2553,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2553,"LAWN ROLLER, RIDE-ON 500-1000LB",,1,0,0,0,10,0,,27,V,0,                         ,,,4,24,168,672,0,0,0,0,0,0,96,120,600,1800,0,0,0,0,0,0,2,0,2553-01,11178,,                              ,,,0,0,,     2553-01,0,0,0,True,False,True,False,7096,10652,88847,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4/10/2017 12:00 AM,,False,,,1,1,,,,False,2553,,0,0,,0,0,False,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
2554#01,"OVERSEEDER, MATAWAY",,0,0,0,0,10,0,,27,T,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554-01,1136,RYAN MATAWAY,5448738,,,0,0,,     2554-01,0,0,0,True,False,True,False,,,,4/23/2013 12:00 AM,0,,0,0,0,0,0,5/28/2013 12:00 AM,0,0,0,93.75,0,3.76,0,0,4,0,0,339,5/28/2013 12:00 AM,,False,,,1,1,2554,,99503421,False,2554,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
2554,"OVERSEEDER, MATAWAY",,0,0,0,0,10,0,,27,V,0,                         ,,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554-01,11179,RYAN MATAWAY,5448738,,,0,0,,     2554-01,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5/28/2013 12:00 AM,,False,,,1,1,2554,,,False,2554,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
